Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,Revenue,Profit
SO8173,5/20/2020,In-Store,USD,13,240,16,5,628.57,448.98,3142.85,2693.87
SO8174,5/31/2020,In-Store,USD,4,258,47,3,497.47,355.34,1492.42,1137.08
SO8175,5/7/2020,Distributor,USD,26,19,12,7,336.16,240.12,2353.14,2113.02
SO8176,3/22/2020,Online,USD,15,351,14,1,198.09,141.49,198.09,56.6
SO8177,3/14/2020,Online,USD,7,25,17,6,317.74,226.96,1906.46,1679.5
SO8178,3/15/2020,Online,USD,22,72,20,3,310.16,221.54,930.48,708.94
SO8179,1/15/2020,Online,USD,9,227,30,1,374.71,267.65,374.71,107.06
SO8180,5/2/2020,In-Store,USD,15,131,12,3,274.85,196.32,824.55,628.23
SO8181,4/30/2020,Distributor,USD,7,296,17,8,637.51,455.37,5100.09,4644.73
SO8182,3/5/2020,Distributor,USD,24,148,9,6,330.96,236.4,1985.78,1749.38
SO8183,5/26/2020,In-Store,USD,23,359,24,6,503.24,359.45,3019.42,2659.96
SO8184,3/11/2020,In-Store,USD,21,224,24,10,443.72,316.94,4437.23,4120.28
SO8185,2/13/2020,Online,USD,13,119,12,7,596.79,426.28,4177.53,3751.25
SO8186,5/1/2020,In-Store,USD,24,102,33,10,182.69,130.49,1826.91,1696.42
SO8187,3/16/2020,Distributor,USD,5,115,28,7,381.62,272.58,2671.31,2398.73
SO8188,1/26/2020,Wholesale,USD,5,353,29,2,629.15,449.39,1258.3,808.9
SO8189,3/21/2020,Online,USD,16,162,1,3,203.07,145.05,609.21,464.16
SO8190,2/9/2020,In-Store,USD,2,248,19,6,500.43,357.45,3002.58,2645.13
SO8191,5/1/2020,Distributor,USD,15,48,30,3,640.9,457.79,1922.7,1464.91
SO8192,3/2/2020,Distributor,USD,16,263,13,8,347.04,247.88,2776.28,2528.4
SO8193,4/6/2020,Wholesale,USD,12,292,3,7,188.44,134.6,1319.06,1184.46
SO8194,4/25/2020,Online,USD,1,363,21,2,246.5,176.07,492.99,316.93
SO8195,1/20/2020,Distributor,USD,4,118,14,8,417.46,298.18,3339.66,3041.47
SO8196,2/4/2020,Distributor,USD,19,5,8,3,591.34,422.39,1774.03,1351.64
SO8197,1/1/2020,In-Store,USD,24,203,43,9,357.83,255.59,3220.44,2964.85
SO8198,3/1/2020,Distributor,USD,20,11,22,4,162.64,116.17,650.55,534.38
SO8199,2/1/2020,Wholesale,USD,2,183,31,7,523.36,373.83,3663.54,3289.71
SO8200,2/11/2020,Wholesale,USD,21,301,45,7,334.91,239.22,2344.34,2105.12
SO8201,2/11/2020,In-Store,USD,14,131,11,6,567.55,405.39,3405.31,2999.92
SO8202,4/2/2020,In-Store,USD,19,68,40,5,335.48,239.63,1677.39,1437.76
SO8203,5/1/2020,Wholesale,USD,5,211,34,3,229.04,163.6,687.13,523.53
SO8204,1/9/2020,In-Store,USD,3,81,22,9,169.51,121.08,1525.59,1404.51
SO8205,3/15/2020,In-Store,USD,1,195,46,3,326.06,232.9,978.18,745.28
SO8206,3/21/2020,Wholesale,USD,2,292,2,1,392.24,280.17,392.24,112.07
SO8207,3/25/2020,Wholesale,USD,20,215,8,7,183.16,130.83,1282.12,1151.29
SO8208,3/7/2020,Online,USD,12,334,15,3,560.23,400.16,1680.68,1280.52
SO8209,3/31/2020,In-Store,USD,16,196,41,10,523.96,374.25,5239.56,4865.3
SO8210,4/9/2020,Online,USD,15,294,8,5,322.67,230.48,1613.35,1382.87
SO8211,1/13/2020,Wholesale,USD,22,284,29,10,447.76,319.83,4477.59,4157.76
SO8212,3/8/2020,Distributor,USD,24,362,32,1,224.99,160.7,224.99,64.28
SO8213,1/20/2020,In-Store,USD,17,242,3,8,279.26,199.47,2234.06,2034.59
SO8214,4/16/2020,Distributor,USD,8,233,3,9,424.28,303.05,3818.48,3515.42
SO8215,2/8/2020,In-Store,USD,4,333,35,8,161.65,115.47,1293.24,1177.77
SO8216,2/3/2020,Distributor,USD,21,343,8,1,150.41,107.43,150.41,42.97
SO8217,1/23/2020,Distributor,USD,21,364,9,8,420.92,300.66,3367.38,3066.72
SO8218,4/29/2020,Distributor,USD,21,129,11,2,370.75,264.82,741.5,476.68
SO8219,5/3/2020,Distributor,USD,1,322,1,2,335.07,239.34,670.14,430.81
SO8220,2/26/2020,In-Store,USD,26,338,12,10,217.87,155.62,2178.74,2023.12
SO8221,3/13/2020,Online,USD,25,222,19,3,584.61,417.58,1753.82,1336.24
SO8222,4/28/2020,Online,USD,16,12,17,9,409.69,292.64,3687.21,3394.57
SO8223,1/30/2020,Distributor,USD,4,183,22,2,256.54,183.24,513.08,329.84
SO8224,3/1/2020,Wholesale,USD,10,107,33,1,463.87,331.34,463.87,132.53
SO8225,1/17/2020,Online,USD,23,10,2,3,441.68,315.48,1325.04,1009.55
SO8226,5/26/2020,Online,USD,19,155,43,10,180.54,128.96,1805.4,1676.45
SO8227,4/1/2020,Online,USD,12,226,35,5,538.03,384.3,2690.13,2305.82
SO8228,3/20/2020,Distributor,USD,20,125,15,7,461.55,329.68,3230.82,2901.14
SO8229,5/26/2020,Online,USD,23,342,6,3,552.5,394.64,1657.49,1262.85
SO8230,5/23/2020,Distributor,USD,15,297,2,5,162.81,116.29,814.03,697.74
SO8231,2/17/2020,Wholesale,USD,20,151,22,1,273.33,195.24,273.33,78.1
SO8232,4/14/2020,Distributor,USD,19,122,3,4,330.56,236.11,1322.23,1086.11
SO8233,4/30/2020,In-Store,USD,18,33,21,2,338.91,242.08,677.81,435.74
SO8234,4/22/2020,Online,USD,4,68,34,5,243.5,173.93,1217.49,1043.56
SO8235,2/16/2020,In-Store,USD,2,362,38,2,333.74,238.39,667.48,429.1
SO8236,5/1/2020,In-Store,USD,26,279,9,3,369.14,263.67,1107.41,843.74
SO8237,3/4/2020,Distributor,USD,21,215,34,1,190.02,135.73,190.02,54.29
SO8238,2/3/2020,Distributor,USD,11,224,4,2,413.84,295.6,827.68,532.08
SO8239,1/8/2020,Distributor,USD,13,75,16,1,275.89,197.06,275.89,78.82
SO8240,2/12/2020,Distributor,USD,22,317,41,5,310.42,221.73,1552.11,1330.38
SO8241,1/25/2020,In-Store,USD,21,96,2,5,186.23,133.02,931.17,798.15
SO8242,4/20/2020,Online,USD,26,324,9,7,589.22,420.87,4124.57,3703.69
SO8243,3/28/2020,Online,USD,13,275,3,1,384.92,274.94,384.92,109.98
SO8244,4/30/2020,Distributor,USD,1,145,43,6,207.04,147.89,1242.26,1094.38
SO8245,3/25/2020,In-Store,USD,1,153,28,5,451.48,322.49,2257.41,1934.92
SO8246,5/26/2020,Online,USD,24,150,36,3,554.4,396,1663.21,1267.21
SO8247,5/9/2020,In-Store,USD,23,170,36,10,335.87,239.91,3358.73,3118.82
SO8248,2/15/2020,Wholesale,USD,18,235,35,5,438.94,313.53,2194.7,1881.17
SO8249,2/16/2020,Wholesale,USD,21,282,29,8,628.75,449.11,5030.04,4580.93
SO8250,1/21/2020,Online,USD,22,127,22,10,534.96,382.11,5349.59,4967.47
SO8251,2/16/2020,In-Store,USD,19,340,28,4,485.33,346.67,1941.33,1594.66
SO8252,2/15/2020,Wholesale,USD,15,247,34,7,343.44,245.31,2404.07,2158.76
SO8253,3/15/2020,Online,USD,7,239,27,10,482.88,344.91,4828.75,4483.84
SO8254,2/21/2020,Online,USD,13,1,9,4,390.99,279.28,1563.97,1284.69
SO8255,4/15/2020,Online,USD,25,103,41,9,282.3,201.64,2540.69,2339.05
SO8256,2/21/2020,Distributor,USD,17,322,30,5,477.59,341.14,2387.96,2046.83
SO8257,5/29/2020,Wholesale,USD,2,174,29,9,628.5,448.93,5656.53,5207.6
SO8258,2/4/2020,Distributor,USD,6,173,37,9,439.08,313.63,3951.75,3638.12
SO8259,1/24/2020,Distributor,USD,14,115,11,10,311.34,222.39,3113.44,2891.05
SO8260,5/3/2020,Distributor,USD,22,263,25,3,496.75,354.82,1490.25,1135.43
SO8261,2/2/2020,In-Store,USD,1,152,15,7,377.41,269.58,2641.85,2372.27
SO8262,5/10/2020,Wholesale,USD,26,192,39,2,395.49,282.5,790.99,508.49
SO8263,3/26/2020,In-Store,USD,19,284,41,2,453,323.57,905.99,582.42
SO8264,5/22/2020,Wholesale,USD,1,271,28,1,164.39,117.42,164.39,46.97
SO8265,1/10/2020,In-Store,USD,1,142,28,1,219.97,157.12,219.97,62.85
SO8266,5/12/2020,Distributor,USD,9,273,43,6,448.62,320.44,2691.72,2371.28
SO8267,1/11/2020,In-Store,USD,22,354,6,10,173.38,123.85,1733.84,1609.99
SO8268,1/7/2020,Wholesale,USD,10,314,24,4,487.18,347.98,1948.71,1600.73
SO8269,1/18/2020,Wholesale,USD,7,82,44,3,423.98,302.85,1271.95,969.1
SO8270,5/10/2020,In-Store,USD,1,341,43,3,452.69,323.35,1358.08,1034.73
SO8271,5/26/2020,Wholesale,USD,21,207,19,5,442.12,315.8,2210.62,1894.82
SO8272,1/13/2020,Online,USD,19,309,47,7,466.34,333.1,3264.35,2931.26
SO8273,1/11/2020,Wholesale,USD,19,56,37,10,259.61,185.44,2596.13,2410.69
SO8274,5/31/2020,Distributor,USD,11,265,34,2,248.73,177.67,497.46,319.8
SO8275,4/22/2020,Wholesale,USD,12,258,7,5,264.47,188.9,1322.33,1133.42
SO8276,3/1/2020,Wholesale,USD,12,44,23,6,487.18,347.99,2923.1,2575.11
SO8277,3/13/2020,Distributor,USD,22,176,16,4,355.71,254.08,1422.85,1168.77
SO8278,5/29/2020,Online,USD,15,186,4,6,611.75,436.97,3670.53,3233.56
SO8279,3/3/2020,In-Store,USD,20,109,10,7,352.67,251.91,2468.71,2216.81
SO8280,4/20/2020,In-Store,USD,12,278,12,4,322.98,230.7,1291.91,1061.21
SO8281,4/11/2020,Wholesale,USD,11,205,23,7,171.32,122.37,1199.23,1076.86
SO8282,1/19/2020,Online,USD,8,199,33,5,315.22,225.16,1576.11,1350.95
SO8283,1/19/2020,In-Store,USD,11,227,21,6,409.68,292.63,2458.07,2165.44
SO8284,3/14/2020,Wholesale,USD,11,274,25,8,270,192.86,2159.98,1967.12
SO8285,5/27/2020,In-Store,USD,26,360,44,8,602.41,430.29,4819.29,4389
SO8286,4/22/2020,Wholesale,USD,13,134,34,8,334.74,239.1,2677.95,2438.84
SO8287,5/23/2020,Wholesale,USD,18,48,24,10,545.96,389.97,5459.6,5069.63
SO8288,2/10/2020,Distributor,USD,10,187,8,9,403.86,288.47,3634.75,3346.28
SO8289,1/25/2020,In-Store,USD,26,13,35,5,200.94,143.53,1004.71,861.18
SO8290,5/5/2020,Distributor,USD,23,154,15,4,161.03,115.02,644.13,529.11
SO8291,5/25/2020,Online,USD,12,207,45,3,316.69,226.21,950.08,723.87
SO8292,4/3/2020,In-Store,USD,12,246,17,6,462.11,330.08,2772.68,2442.6
SO8293,1/25/2020,Distributor,USD,21,151,45,4,537.09,383.64,2148.37,1764.73
SO8294,5/21/2020,Wholesale,USD,22,349,29,1,250.11,178.65,250.11,71.46
SO8295,4/2/2020,Wholesale,USD,18,89,25,7,389.13,277.95,2723.91,2445.96
SO8296,1/8/2020,Online,USD,20,27,27,8,353.05,252.18,2824.39,2572.21
SO8297,5/30/2020,Distributor,USD,11,55,30,3,163.79,116.99,491.37,374.38
SO8298,2/13/2020,Online,USD,16,54,34,1,590.75,421.96,590.75,168.79
SO8299,2/6/2020,Distributor,USD,18,243,39,9,327.25,233.75,2945.27,2711.52
SO8300,2/17/2020,Online,USD,22,14,45,6,288.79,206.28,1732.75,1526.47
SO8301,5/30/2020,Distributor,USD,21,311,2,3,229.48,163.91,688.43,524.52
SO8302,2/1/2020,In-Store,USD,16,195,15,3,399.2,285.14,1197.59,912.45
SO8303,5/26/2020,Wholesale,USD,10,117,1,7,509.65,364.04,3567.58,3203.54
SO8304,5/14/2020,Distributor,USD,4,324,33,1,542.62,387.59,542.62,155.04
SO8305,2/6/2020,Online,USD,9,41,47,4,196.12,140.09,784.49,644.4
SO8306,4/23/2020,Wholesale,USD,3,220,5,4,444.1,317.21,1776.4,1459.19
SO8307,4/19/2020,Distributor,USD,24,291,1,3,164.68,117.63,494.05,376.42
SO8308,4/29/2020,In-Store,USD,17,253,45,5,329.56,235.4,1647.8,1412.4
SO8309,2/16/2020,Wholesale,USD,12,95,34,7,195.49,139.63,1368.41,1228.77
SO8310,3/24/2020,Wholesale,USD,2,260,36,6,486.74,347.67,2920.41,2572.74
SO8311,4/1/2020,Distributor,USD,11,24,36,7,540.84,386.31,3785.85,3399.54
SO8312,3/22/2020,In-Store,USD,3,116,34,9,319.18,227.99,2872.62,2644.63
SO8313,1/22/2020,Distributor,USD,15,100,32,2,504.65,360.46,1009.29,648.83
SO8314,1/5/2020,In-Store,USD,12,82,9,1,353.45,252.46,353.45,100.98
SO8315,3/6/2020,In-Store,USD,6,41,36,9,186.39,133.14,1677.51,1544.38
SO8316,3/11/2020,Distributor,USD,3,247,11,8,263.71,188.36,2109.65,1921.29
SO8317,2/21/2020,Wholesale,USD,12,1,42,1,645.75,461.25,645.75,184.5
SO8318,4/23/2020,Wholesale,USD,10,332,33,10,632.35,451.68,6323.51,5871.83
SO8319,4/2/2020,Distributor,USD,25,259,1,1,374.3,267.36,374.3,106.94
SO8320,2/1/2020,In-Store,USD,18,79,15,5,258.33,184.52,1291.65,1107.13
SO8321,3/24/2020,Online,USD,14,228,13,9,615.03,439.31,5535.25,5095.94
SO8322,1/7/2020,In-Store,USD,23,201,39,5,489.3,349.5,2446.48,2096.98
SO8323,1/25/2020,Wholesale,USD,13,195,1,6,632.35,451.68,3794.11,3342.43
SO8324,3/12/2020,Distributor,USD,4,271,16,10,623.79,445.57,6237.91,5792.35
SO8325,2/2/2020,Online,USD,15,120,19,8,233.09,166.49,1864.68,1698.19
SO8326,5/21/2020,Distributor,USD,24,321,8,1,619.06,442.18,619.06,176.87
SO8327,1/16/2020,In-Store,USD,5,175,6,3,410.52,293.23,1231.55,938.32
SO8328,1/10/2020,Online,USD,23,135,3,5,411.2,293.72,2056.01,1762.3
SO8329,3/14/2020,In-Store,USD,20,106,22,7,624.39,445.99,4370.7,3924.71
SO8330,2/9/2020,In-Store,USD,6,248,22,4,309.8,221.28,1239.18,1017.9
SO8331,5/27/2020,In-Store,USD,20,87,3,9,372.63,266.16,3353.65,3087.49
SO8332,1/21/2020,Distributor,USD,23,308,2,5,541.14,386.53,2705.68,2319.15
SO8333,3/8/2020,Wholesale,USD,22,319,21,5,311.04,222.17,1555.18,1333.01
SO8334,1/11/2020,In-Store,USD,26,74,3,9,644.76,460.54,5802.83,5342.28
SO8335,4/17/2020,Distributor,USD,21,47,40,2,306.26,218.76,612.52,393.76
SO8336,4/19/2020,Online,USD,3,5,1,7,554.94,396.39,3884.58,3488.19
SO8337,3/28/2020,Wholesale,USD,14,18,28,6,449.79,321.28,2698.75,2377.47
SO8338,2/7/2020,Wholesale,USD,8,292,26,4,314.23,224.45,1256.93,1032.48
SO8339,4/13/2020,Distributor,USD,1,64,40,7,163.86,117.04,1146.99,1029.95
SO8340,3/14/2020,Online,USD,6,233,38,8,501.33,358.09,4010.62,3652.53
SO8341,3/7/2020,Wholesale,USD,7,59,5,10,174.33,124.52,1743.31,1618.79
SO8342,3/7/2020,Online,USD,5,292,30,10,570.75,407.68,5707.51,5299.83
SO8343,1/11/2020,In-Store,USD,13,157,3,5,227.14,162.24,1135.71,973.47
SO8344,4/24/2020,Wholesale,USD,19,129,10,9,443.2,316.57,3988.8,3672.23
SO8345,4/5/2020,Wholesale,USD,4,299,5,5,579.77,414.12,2898.83,2484.71
SO8346,1/22/2020,Distributor,USD,15,245,10,10,289.54,206.81,2895.38,2688.56
SO8347,2/28/2020,In-Store,USD,9,205,33,4,394.75,281.96,1579,1297.04
SO8348,4/25/2020,Wholesale,USD,4,360,16,3,590.72,421.94,1772.17,1350.22
SO8349,5/30/2020,Wholesale,USD,4,45,41,3,315.41,225.29,946.23,720.94
SO8350,1/23/2020,Wholesale,USD,24,146,43,7,172.22,123.01,1205.54,1082.53
SO8351,2/21/2020,In-Store,USD,13,243,4,9,597.11,426.51,5374.01,4947.5
SO8352,1/29/2020,Online,USD,15,10,4,3,557.66,398.33,1672.97,1274.65
SO8353,1/10/2020,In-Store,USD,15,50,8,1,320.79,229.14,320.79,91.65
SO8354,1/24/2020,In-Store,USD,16,49,27,7,562.78,401.98,3939.44,3537.45
SO8355,5/20/2020,Online,USD,18,134,30,2,334.61,239,669.21,430.21
SO8356,5/16/2020,Wholesale,USD,12,163,46,1,245.94,175.67,245.94,70.27
SO8357,4/28/2020,Distributor,USD,20,207,5,3,169.91,121.37,509.74,388.38
SO8358,4/8/2020,Wholesale,USD,25,27,13,9,390.74,279.1,3516.68,3237.58
SO8359,4/17/2020,In-Store,USD,26,48,13,6,344.94,246.38,2069.63,1823.24
SO8360,5/31/2020,Distributor,USD,13,238,3,3,354.5,253.22,1063.51,810.29
SO8361,3/8/2020,Distributor,USD,1,261,46,2,552.79,394.85,1105.58,710.73
SO8362,1/12/2020,Distributor,USD,12,224,17,5,247.66,176.9,1238.3,1061.4
SO8363,3/6/2020,Wholesale,USD,6,310,46,3,387.79,276.99,1163.38,886.38
SO8364,1/7/2020,Distributor,USD,2,290,14,7,508.36,363.12,3558.55,3195.43
SO8365,5/15/2020,In-Store,USD,20,253,27,3,371.19,265.13,1113.56,848.43
SO8366,2/1/2020,Online,USD,24,263,44,9,578.79,413.42,5209.07,4795.66
SO8367,5/8/2020,Distributor,USD,21,237,26,7,160.72,114.8,1125.01,1010.22
SO8368,4/2/2020,Distributor,USD,17,98,47,4,518.94,370.67,2075.77,1705.1
SO8369,5/29/2020,Wholesale,USD,5,320,23,4,472.65,337.61,1890.61,1553
SO8370,4/29/2020,In-Store,USD,9,218,19,6,501.04,357.89,3006.23,2648.35
SO8371,4/28/2020,In-Store,USD,24,1,37,9,340.26,243.04,3062.35,2819.3
SO8372,1/5/2020,Distributor,USD,17,179,29,1,266.65,190.46,266.65,76.18
SO8373,2/13/2020,Distributor,USD,18,216,44,6,495.78,354.13,2974.67,2620.54
SO8374,3/5/2020,Distributor,USD,17,203,21,6,253.21,180.86,1519.25,1338.39
SO8375,3/12/2020,Online,USD,18,14,35,10,241.37,172.41,2413.74,2241.33
SO8376,3/4/2020,Distributor,USD,8,326,35,4,209.7,149.78,838.78,689
SO8377,1/6/2020,Wholesale,USD,1,34,32,2,349.71,249.8,699.43,449.63
SO8378,4/21/2020,Distributor,USD,26,59,4,5,264.4,188.86,1322.01,1133.16
SO8379,1/21/2020,In-Store,USD,24,43,19,4,612.04,437.17,2448.16,2010.99
SO8380,5/19/2020,Distributor,USD,2,76,19,7,515.2,368,3606.42,3238.41
SO8381,2/20/2020,Distributor,USD,11,274,11,8,315.93,225.67,2527.48,2301.81
SO8382,4/20/2020,Wholesale,USD,24,231,7,8,347.76,248.4,2782.06,2533.66
SO8383,5/1/2020,Online,USD,23,241,15,1,541.17,386.55,541.17,154.62
SO8384,2/7/2020,Wholesale,USD,2,359,25,3,315.5,225.36,946.5,721.14
SO8385,3/30/2020,Distributor,USD,2,180,13,9,273.26,195.19,2459.34,2264.16
SO8386,3/8/2020,In-Store,USD,7,169,40,2,522.38,373.13,1044.77,671.64
SO8387,3/1/2020,Wholesale,USD,8,83,44,10,503.73,359.81,5037.33,4677.52
SO8388,3/8/2020,Wholesale,USD,23,119,39,4,596.72,426.23,2386.86,1960.64
SO8389,2/10/2020,In-Store,USD,21,196,20,4,551.11,393.65,2204.45,1810.8
SO8390,5/10/2020,In-Store,USD,21,121,34,3,457.57,326.84,1372.72,1045.88
SO8391,1/11/2020,Wholesale,USD,19,316,32,3,521.17,372.27,1563.52,1191.26
SO8392,5/15/2020,Online,USD,15,349,29,1,198.61,141.86,198.61,56.74
SO8393,4/28/2020,In-Store,USD,1,118,4,8,403.04,287.88,3224.3,2936.41
SO8394,1/4/2020,Wholesale,USD,16,84,35,10,545.25,389.47,5452.53,5063.06
SO8395,4/25/2020,Distributor,USD,6,236,35,2,451.03,322.16,902.05,579.89
SO8396,3/27/2020,Distributor,USD,23,155,14,5,456.63,326.17,2283.17,1957
SO8397,4/21/2020,In-Store,USD,26,263,38,2,613.47,438.19,1226.93,788.74
SO8398,3/4/2020,Online,USD,5,316,34,1,592.68,423.35,592.68,169.34
SO8399,1/6/2020,Online,USD,1,194,36,9,401.81,287.01,3616.29,3329.28
SO8400,3/31/2020,Online,USD,22,247,32,4,450.29,321.63,1801.15,1479.51
SO8401,2/25/2020,Distributor,USD,6,177,26,9,217.74,155.53,1959.66,1804.13
SO8402,4/8/2020,In-Store,USD,12,100,43,2,644.42,460.3,1288.85,828.54
SO8403,1/26/2020,In-Store,USD,19,159,46,10,271.18,193.7,2711.81,2518.11
SO8404,5/24/2020,In-Store,USD,13,285,42,9,392.67,280.48,3534.02,3253.54
SO8405,2/9/2020,Online,USD,4,349,28,10,361.36,258.11,3613.59,3355.48
SO8406,2/16/2020,Distributor,USD,8,277,46,3,426.51,304.65,1279.54,974.89
SO8407,3/11/2020,In-Store,USD,16,203,24,7,411.31,293.79,2879.18,2585.39
SO8408,3/24/2020,Online,USD,23,354,16,5,636.32,454.52,3181.61,2727.09
SO8409,2/11/2020,In-Store,USD,4,4,14,4,268.52,191.8,1074.07,882.27
SO8410,1/15/2020,Distributor,USD,24,359,2,9,418.95,299.25,3770.53,3471.28
SO8411,5/7/2020,Online,USD,3,346,1,10,415.54,296.81,4155.38,3858.57
SO8412,3/9/2020,In-Store,USD,11,322,44,6,303.3,216.64,1819.81,1603.16
SO8413,4/27/2020,Distributor,USD,19,103,20,1,349.85,249.89,349.85,99.96
SO8414,2/9/2020,Online,USD,5,140,8,8,548.37,391.69,4386.96,3995.26
SO8415,4/7/2020,Distributor,USD,21,126,20,2,535.25,382.32,1070.49,688.17
SO8416,3/3/2020,In-Store,USD,5,37,32,5,549.51,392.51,2747.55,2355.05
SO8417,1/9/2020,Distributor,USD,24,214,26,2,425.47,303.91,850.94,547.03
SO8418,1/30/2020,In-Store,USD,5,298,43,3,509.02,363.59,1527.06,1163.48
SO8419,4/22/2020,Distributor,USD,11,99,3,4,216.02,154.3,864.06,709.77
SO8420,4/5/2020,Wholesale,USD,26,334,19,5,439.27,313.77,2196.37,1882.61
SO8421,1/12/2020,Wholesale,USD,2,235,37,4,578.21,413.01,2312.84,1899.83
SO8422,2/23/2020,Distributor,USD,6,157,14,1,208.95,149.25,208.95,59.7
SO8423,5/10/2020,Distributor,USD,1,119,45,1,266.01,190.01,266.01,76
SO8424,4/27/2020,Distributor,USD,5,112,36,1,460.17,328.69,460.17,131.48
SO8425,2/29/2020,Distributor,USD,19,9,33,2,629.16,449.4,1258.31,808.91
SO8426,2/25/2020,Online,USD,24,300,41,9,341.48,243.91,3073.3,2829.39
SO8427,1/20/2020,Wholesale,USD,23,288,24,7,640.61,457.58,4484.27,4026.69
SO8428,2/7/2020,Online,USD,23,98,24,6,151.1,107.93,906.6,798.67
SO8429,2/26/2020,Wholesale,USD,25,132,26,4,239.4,171,957.62,786.61
SO8430,3/12/2020,Distributor,USD,16,152,9,3,576.86,412.04,1730.58,1318.54
SO8431,5/22/2020,Wholesale,USD,3,159,7,4,356.32,254.52,1425.29,1170.77
SO8432,4/16/2020,Wholesale,USD,18,97,3,6,364.63,260.45,2187.77,1927.32
SO8433,4/6/2020,Distributor,USD,15,289,35,9,640.08,457.2,5760.73,5303.53
SO8434,1/17/2020,Wholesale,USD,25,42,18,5,384.29,274.49,1921.46,1646.97
SO8435,1/1/2020,In-Store,USD,18,230,27,2,535.9,382.78,1071.79,689.01
SO8436,4/28/2020,Distributor,USD,7,14,8,7,644.55,460.4,4511.87,4051.48
SO8437,4/25/2020,Wholesale,USD,2,240,24,5,475.61,339.72,2378.03,2038.31
SO8438,5/8/2020,Wholesale,USD,24,70,1,7,480.07,342.91,3360.51,3017.6
SO8439,4/17/2020,Wholesale,USD,24,231,47,2,564.74,403.38,1129.47,726.09
SO8440,1/29/2020,In-Store,USD,14,223,1,3,235.73,168.38,707.2,538.82
SO8441,2/7/2020,Distributor,USD,11,174,41,10,289.21,206.58,2892.08,2685.5
SO8442,3/16/2020,In-Store,USD,19,149,19,5,393.08,280.77,1965.4,1684.63
SO8443,4/9/2020,Online,USD,2,71,34,3,384.53,274.66,1153.59,878.92
SO8444,5/17/2020,In-Store,USD,18,193,22,6,221.18,157.98,1327.05,1169.07
SO8445,4/18/2020,In-Store,USD,11,48,40,5,620.69,443.35,3103.45,2660.1
SO8446,3/21/2020,Online,USD,12,158,37,8,163.46,116.76,1307.7,1190.94
SO8447,3/19/2020,Wholesale,USD,25,140,1,10,407.13,290.81,4071.34,3780.53
SO8448,4/18/2020,In-Store,USD,26,154,26,9,273.35,195.25,2460.14,2264.89
SO8449,2/23/2020,In-Store,USD,25,120,41,10,229.45,163.89,2294.51,2130.61
SO8450,4/14/2020,Wholesale,USD,16,172,4,2,162.6,116.14,325.19,209.05
SO8451,1/17/2020,Wholesale,USD,5,239,8,4,551.74,394.1,2206.94,1812.84
SO8452,5/29/2020,Distributor,USD,9,268,12,9,540.77,386.27,4866.97,4480.7
SO8453,4/3/2020,Online,USD,25,107,28,8,454.74,324.81,3637.91,3313.09
SO8454,5/16/2020,Distributor,USD,25,53,36,1,537.29,383.78,537.29,153.51
SO8455,4/19/2020,Distributor,USD,15,65,37,6,409.22,292.3,2455.32,2163.02
SO8456,4/13/2020,Online,USD,9,273,24,2,152.85,109.18,305.7,196.52
SO8457,1/31/2020,Wholesale,USD,1,267,33,4,182.18,130.13,728.71,598.58
SO8458,3/2/2020,Wholesale,USD,19,240,2,7,278.24,198.74,1947.69,1748.95
SO8459,4/13/2020,Distributor,USD,11,158,20,1,533.83,381.31,533.83,152.52
SO8460,4/2/2020,Wholesale,USD,15,313,24,6,358.92,256.37,2153.53,1897.15
SO8461,2/3/2020,Wholesale,USD,26,8,11,5,454.53,324.66,2272.65,1947.98
SO8462,1/24/2020,Distributor,USD,25,58,7,2,421.72,301.23,843.44,542.21
SO8463,1/31/2020,Online,USD,18,6,18,9,353.03,252.17,3177.28,2925.12
SO8464,5/25/2020,Wholesale,USD,5,26,9,1,277.63,198.3,277.63,79.32
SO8465,4/14/2020,In-Store,USD,3,255,44,2,189.71,135.51,379.42,243.91
SO8466,3/10/2020,Distributor,USD,4,148,3,9,362.55,258.97,3262.96,3004
SO8467,3/8/2020,Wholesale,USD,23,270,35,6,210.69,150.49,1264.14,1113.65
SO8468,1/8/2020,Online,USD,14,294,46,1,286.46,204.61,286.46,81.84
SO8469,1/30/2020,Online,USD,21,38,4,6,541.05,386.46,3246.29,2859.83
SO8470,5/7/2020,In-Store,USD,6,233,18,7,304.29,217.35,2130.05,1912.7
SO8471,5/9/2020,Online,USD,9,338,39,2,529.43,378.17,1058.86,680.7
SO8472,2/25/2020,Wholesale,USD,6,311,40,7,526.59,376.14,3686.14,3310.01
SO8473,5/10/2020,Online,USD,19,144,14,9,364.82,260.58,3283.36,3022.78
SO8474,2/5/2020,Wholesale,USD,16,266,21,5,327.7,234.07,1638.52,1404.44
SO8475,4/22/2020,Wholesale,USD,25,8,31,5,597.29,426.64,2986.46,2559.82
SO8476,5/1/2020,Distributor,USD,12,252,26,1,534.98,382.13,534.98,152.85
SO8477,3/27/2020,Wholesale,USD,24,259,42,4,329.98,235.7,1319.94,1084.24
SO8478,2/18/2020,Distributor,USD,14,207,36,4,586.44,418.89,2345.77,1926.88
SO8479,1/13/2020,Wholesale,USD,24,156,37,2,485.61,346.87,971.22,624.36
SO8480,1/28/2020,Distributor,USD,13,357,9,7,504.67,360.48,3532.68,3172.21
